"From";"To";"Price";"Lux";"MV 8 pax";"Sprinter";"SUV";"Electric Standard";"Saloon";"Estate";"Executive";"MPV";"MV 6 pax";"MV 7 pax";"Businessvan 5 pax";"Businessvan 6 pax";"Standard Minibus 13pax";"Standard Minibus 9pax";"Minibus 19 pax";"Coach 30 pax";"Coach 45pax"
"Stockholm Arlanda Airport (ARN)";"Älvsjö district (Alvsjo), Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"110";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Årsta district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"102";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Bromma district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"102";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Danderyd municipality";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"102";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Ekerö municipality";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"102";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Enköping town";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"150";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Farsta district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"102";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Gåshaga";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"102";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Gävle town";"247";"0";"0";"0";"0";"0";"247";"0";"0";"0";"0";"377";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Grisslehamn";"197";"0";"0";"0";"0";"0";"197";"0";"0";"0";"0";"303";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Gustavsberg town";"140";"0";"0";"0";"0";"0";"140";"0";"0";"0";"0";"215";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Hammarby Sjöstad district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"110";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Haninge municipality";"90";"0";"0";"0";"0";"0";"90";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Hässelby district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Jakobsberg";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Johanneshov district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Kapellskär port";"156";"0";"0";"0";"0";"0";"156";"0";"0";"0";"0";"241";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Kista district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Köping locality";"275";"0";"0";"0";"0";"0";"275";"0";"0";"0";"0";"397";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Lidingö";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Märsta suburban area, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Nacka suburban area, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Nacka, Sweden";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Norrtälje town";"121";"0";"0";"0";"0";"0";"121";"0";"0";"0";"0";"215";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Nyköping town";"258";"0";"0";"0";"0";"0";"258";"0";"0";"0";"0";"332";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Port of Stockholm (Nynäshamn)";"120";"0";"0";"0";"0";"0";"120";"0";"0";"0";"0";"150";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Saltsjöbaden locality";"80";"0";"0";"0";"0";"0";"80";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Sigtuna town";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Skarpnäck district, Stockholm";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Skogås locality";"115";"0";"0";"0";"0";"0";"115";"0";"0";"0";"0";"167";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Södertälje city";"110";"0";"0";"0";"0";"0";"110";"0";"0";"0";"0";"150";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Sollentuna municipality";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Solna municipality";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Stockholm city center";"67";"0";"0";"0";"0";"0";"67";"0";"0";"0";"0";"102";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Sundbyberg town";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Täby";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Tyresö municipality / Tyreso";"90";"0";"0";"0";"0";"0";"90";"0";"0";"0";"0";"130";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Uppsala city";"90";"0";"0";"0";"0";"0";"90";"0";"0";"0";"0";"130";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Värmdö municipality / Varmdo";"156";"0";"0";"0";"0";"0";"156";"0";"0";"0";"0";"241";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Västerås city";"201";"0";"0";"0";"0";"0";"201";"0";"0";"0";"0";"280";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Arlanda Airport (ARN)";"Vaxolm locality";"90";"0";"0";"0";"0";"0";"90";"0";"0";"0";"0";"130";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Bromma Airport (BMA)";"Stockholm city center";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"0";"100";"0";"0";"0";"0";"0";"0";"0"
"Stockholm Skavsta Airport (NYO)";"Stockholm city center";"150";"0";"0";"0";"0";"0";"150";"0";"0";"0";"0";"180";"0";"0";"0";"0";"0";"0";"0"
"Sundsvall Airport (SDL)";"Sundsvall";"75";"0";"0";"0";"0";"0";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Umeå Airport (UME)";"Örnsköldsvik / Ornskoldsvik";"255";"0";"0";"0";"0";"0";"255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Umeå Airport (UME)";"Umeå";"50";"0";"0";"0";"0";"0";"50";"0";"0";"0";"0";"75";"0";"0";"0";"0";"0";"0";"0"
"Visby Airport (VBY)";"Visby";"50";"0";"0";"0";"0";"0";"50";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0"
"Zurich Airport (ZRH)";"Adelboden";"891";"0";"0";"0";"0";"0";"891";"0";"1105";"930";"0";"0";"0";"1268";"1814";"0";"0";"0";"0"
"Zurich Airport (ZRH)";"Andermatt";"455";"0";"0";"0";"0";"0";"455";"0";"631";"514";"0";"0";"0";"650";"1151";"0";"0";"0";"0"
"Zurich Airport (ZRH)";"Arosa";"650";"0";"0";"0";"0";"0";"650";"0";"975";"715";"0";"0";"0";"1105";"1560";"0";"0";"0";"0"
"Zurich Airport (ZRH)";"Ascona";"631";"0";"0";"0";"0";"0";"631";"0";"1008";"650";"0";"0";"0";"1170";"1755";"0";"0";"0";"0"
"Zurich Airport (ZRH)";"Zurich";"0";"0";"0";"0";"0";"0";"0";"0";"120";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Kaohsiung Airport (KHH)";"Donggang Township";"104";"0";"0";"0";"0";"0";"104";"0";"0";"0";"0";"143";"155";"0";"0";"0";"0";"0";"0"
"Kaohsiung Airport (KHH)";"Pingdong City";"91";"0";"0";"0";"0";"0";"91";"0";"0";"0";"0";"117";"143";"0";"0";"0";"0";"0";"0"
"Kaohsiung Airport (KHH)";"Xinyuan Township";"104";"0";"0";"0";"0";"0";"104";"0";"0";"0";"0";"143";"155";"0";"0";"0";"0";"0";"0"
"Taichung Airport (RMQ)";"Nantou City";"72";"0";"0";"0";"0";"0";"72";"0";"0";"0";"0";"137";"156";"0";"0";"0";"0";"0";"0"
"Taichung Airport (RMQ)";"Taichung City";"52";"0";"0";"0";"0";"0";"52";"0";"0";"0";"0";"65";"78";"0";"0";"0";"0";"0";"0"
"Taipei Songshan Airport (TSA)";"Keelung City";"63";"0";"0";"0";"0";"0";"63";"0";"0";"0";"0";"81";"98";"0";"0";"0";"0";"0";"0"
"Taipei Songshan Airport (TSA)";"New Taipei";"40";"0";"0";"0";"0";"0";"40";"0";"0";"0";"0";"59";"65";"0";"0";"0";"0";"0";"0"
"Taipei Songshan Airport (TSA)";"Taipei";"34";"0";"0";"0";"0";"0";"34";"0";"0";"0";"0";"46";"52";"0";"0";"0";"0";"0";"0"
"Taipei Songshan Airport (TSA)";"Taoyuan City";"91";"0";"0";"0";"0";"0";"91";"0";"0";"0";"0";"117";"130";"0";"0";"0";"0";"0";"0"
"Taipei Taiwan Taoyuan Airport (TPE)";"Keelung City";"91";"0";"0";"0";"0";"0";"91";"0";"0";"0";"0";"105";"117";"0";"0";"0";"0";"0";"0"
"Taipei Taiwan Taoyuan Airport (TPE)";"New Taipei";"52";"0";"0";"0";"0";"0";"52";"0";"0";"0";"0";"72";"85";"0";"0";"0";"0";"0";"0"
"Taipei Taiwan Taoyuan Airport (TPE)";"Taipei";"52";"0";"0";"0";"0";"0";"52";"0";"0";"0";"0";"72";"85";"0";"0";"0";"0";"0";"0"
"Taipei Taiwan Taoyuan Airport (TPE)";"Taoyuan City";"65";"0";"0";"0";"0";"0";"65";"0";"0";"0";"0";"85";"98";"0";"0";"0";"0";"0";"0"
"Dushanbe International Airport (DYU)";"Dushanbe";"40";"0";"0";"0";"0";"0";"40";"0";"0";"0";"0";"66";"0";"0";"0";"0";"0";"0";"0"
"Abeid Amani Karume International Airport (ZNZ)";"Zanzibar";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ban Phe Port";"Bangkok";"115";"0";"130";"0";"0";"0";"115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Bangkok";"30";"270";"46";"0";"0";"0";"30";"0";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Bangkok Outskirts";"36";"370";"49";"0";"0";"0";"36";"0";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Bangkok SUVarnabhumi Airport (BKK)";"35";"350";"46";"0";"0";"0";"35";"0";"189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Erawan National Park (Kanchanaburi)";"110";"0";"130";"0";"0";"0";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Hua Hin, PrachuapKhiriKhan";"109";"0";"130";"0";"0";"0";"109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Kanchanaburi";"110";"0";"134";"0";"0";"0";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Khao Yai National Park";"123";"0";"150";"0";"0";"0";"123";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Korat City (Nakhon Ratchasima)";"130";"0";"205";"0";"0";"0";"130";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Pattaya";"71";"610";"96";"0";"0";"0";"71";"0";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Pattaya Jomtein beach, Pattaya";"71";"0";"96";"0";"0";"0";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Phra Nakhon, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Sangklaburi District Provincial";"178";"0";"195";"0";"0";"0";"178";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Sathorn district, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Silom, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0"
"Bangkok Don Muang Airport (DMK)";"Sukhumvit Road, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0"
"Bangkok Hua lumpong Railway Station (Bangkok)";"Bangkok";"35";"0";"46";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Ayutthaya Provice";"65";"301";"90";"0";"0";"0";"65";"0";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Bang Saen, Chon Buri";"57";"0";"82";"0";"0";"0";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Bangkok";"35";"142";"46";"0";"0";"0";"35";"0";"78";"0";"0";"0";"350";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Bangkok Don Muang Airport (DMK)";"35";"350";"46";"0";"0";"0";"35";"0";"189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Bangkok Outskirts";"39";"159";"49";"0";"0";"0";"39";"0";"88";"0";"0";"0";"390";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Bangrak Beach";"0";"142";"0";"0";"0";"0";"0";"0";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Cha Am Beach, Phetchaburi";"99";"336";"117";"0";"0";"0";"99";"0";"212";"0";"0";"0";"680";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Don Muang district";"26";"0";"0";"0";"0";"0";"26";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Erawan National Park (Kanchanaburi)";"110";"708";"130";"0";"0";"0";"110";"0";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Hua Hin, PrachuapKhiriKhan";"99";"336";"117";"0";"0";"0";"99";"0";"248";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Kanchanaburi";"110";"434";"134";"0";"0";"0";"110";"0";"257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Khao Lak, Phang Nga";"390";"0";"590";"0";"0";"0";"390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Khao Yai National Park";"123";"434";"150";"0";"0";"0";"123";"0";"257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Khaosan, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Khlong Thoei, bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Koh Chang";"181";"0";"205";"0";"0";"0";"181";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Korat City (Nakhon Ratchasima)";"130";"434";"205";"0";"0";"0";"130";"0";"257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Laem Chabang Port, Sukhumvit Road, Thung Sukhla";"73";"301";"91";"0";"0";"0";"73";"0";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Pak Chong, NakhonRatchasima";"110";"0";"160";"0";"0";"0";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Pattaya";"63";"301";"88";"0";"0";"0";"63";"0";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Pattaya Jomtein beach, Pattaya";"70";"0";"96";"0";"0";"0";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Pattaya–Rayong U-Tapao Airport (UTP)";"89";"425";"110";"0";"0";"0";"89";"0";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Phetchaburi";"99";"0";"117";"0";"0";"0";"99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Phitsanulok";"250";"0";"410";"0";"0";"0";"250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Phra Nakhon, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"PranBuri, PrachuapKhiriKhan";"99";"425";"117";"0";"0";"0";"99";"0";"265";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Pratunam, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Ratchaburi";"99";"434";"120";"0";"0";"0";"99";"0";"257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Rayong City";"88";"425";"110";"0";"0";"0";"88";"0";"248";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Saiyoke";"0";"531";"0";"0";"0";"0";"0";"0";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Sangklaburi District Provincial";"178";"885";"195";"0";"0";"0";"178";"0";"425";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Sathorn district, Bangkok";"23";"142";"0";"0";"0";"0";"23";"0";"78";"0";"0";"0";"0";"0";"0";"35";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Sattahip District";"90";"580";"110";"0";"0";"0";"90";"0";"375";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Silom, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"46";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Sukhumvit Road, Bangkok";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"46";"0";"0";"0";"0";"0";"0";"0"
"Bangkok Suvarnabhumi Airport (BKK)";"Trat province";"140";"531";"220";"0";"0";"0";"140";"0";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Chiang Mai";"14";"0";"0";"0";"0";"0";"14";"0";"71";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Chiang Mai Outskirts";"20";"0";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Chiang Mai Train Station";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Doi Saket district";"0";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"0";"0";"0";"0";"58";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Doi Suthep Temple";"55";"0";"0";"0";"0";"0";"55";"0";"213";"0";"0";"0";"0";"0";"0";"107";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Hang Dong District";"0";"0";"0";"0";"0";"0";"0";"0";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Lampang District";"127";"0";"0";"0";"0";"0";"127";"0";"460";"0";"0";"0";"0";"0";"0";"211";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Lampoon";"55";"0";"0";"0";"0";"0";"55";"0";"213";"0";"0";"0";"0";"0";"0";"107";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Mae Rim district";"49";"0";"0";"0";"0";"0";"49";"0";"107";"0";"0";"0";"0";"0";"0";"58";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"mae salong district";"0";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Mae-Hongsorn district";"211";"0";"0";"0";"0";"0";"211";"0";"567";"0";"0";"0";"0";"0";"0";"284";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Maetang district";"49";"0";"0";"0";"0";"0";"49";"0";"107";"0";"0";"0";"0";"0";"0";"58";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Phitsanulok";"0";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Samoeng district";"49";"0";"0";"0";"0";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"0"
"Chiang Mai International Airport (CNX)";"Sukhothai disctrict";"211";"0";"0";"0";"0";"0";"211";"0";"567";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Chiang Mai Train Station";"Chiang Mai";"14";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"0"
"Chiang Mai Train Station";"Chiang Mai International Airport (CNX)";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Angthong district";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Bang Por";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Bangrak Beach";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Bangrak Pier";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Big Buddha";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Bophut Beach";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Chaweng, Samui, Thailand";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Choengmom beach and gardens";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Don Sak Pier, Surat Thani";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Hua Thanon, Samui";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Ko Pha-ngan District, Surat Thani";"229";"0";"0";"0";"0";"0";"229";"0";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Koh Phangan (Closest Pier to Embark) Thailand";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Lamai Thailand";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Lipa-Noi";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Mae Nam Ko Samui Thailand";"23";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Koh Samui - Mae Nam Port (Surat Thani )";"Nathon-Lipa Thailand";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
